job_no,job_slug,salary_low_list,salary_high_list,desc_snippet,detail_fetched,job_name,cust_name,cust_url,appear_date,industry,employees,china_corp,job_description,job_category,salary,salary_min,salary_max,address_region,address_detail,landmark,need_emp,manage_resp,business_trip,work_shift,work_period_note,vacation_policy,start_working_day,accept_role,work_exp,edu,major,language,local_language,specialty,skill,certificate,driver_license,other_condition,group,desc_len,has_language,has_major,has_skill
15192054,91m9i,35000,40000,"●實習期間：
1. 大三升大四及碩博士在學學生【材料、化工、光電、電子及電機等相關科系】
2. 2026年暑期(依學校學期結束及開學時間彈性安排)
3. 每週一至週五(可依學校課業進行協調)

●工作內容：
1. 了解產品良率與品質管制作業 
2",True,【暑期實習專案】量測實習工程師,聯亞光電工業股份有限公司,https://www.104.com.tw/company/7czgnio,2026/05/22,光電產業,480人,False,"●實習期間：
1. 大三升大四及碩博士在學學生【材料、化工、光電、電子及電機等相關科系】
2. 2026年暑期(依學校學期結束及開學時間彈性安排)
3. 每週一至週五(可依學校課業進行協調)

●工作內容：
1. 了解產品良率與品質管制作業 
2. 協助新產品與進出貨檢驗 
3. 參與原物料異常分析處理 
4. 協助產品可靠度測試與問題分析

※請提供個人履歷、自傳、大學&研究所成績單
","品管／品保工程師, 生產技術／製程工程師, 助理工程師","月薪35,000~40,000元",35000,40000,台南市善化區,南科9路12號,,1~2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學,"電機電子工程相關, 光電工程相關, 材料工程相關",英文（聽:略懂/說:略懂/讀:略懂/寫:略懂）,,,,,,,high,195,1,1,0
12120810,77sh6,196,220,"This is a part-time Internship program from Jul to Aug 2026. 

Overview
The purpose of this internship is to prepare",True,2026 暑期實習生,Zebra Technologies_台灣斑馬科技股份有限公司,https://www.104.com.tw/company/1a2x6bj18n,2026/05/19,電腦軟體服務業,100人,False,"This is a part-time Internship program from Jul to Aug 2026. 

Overview
The purpose of this internship is to prepare college juniors and seniors for entry into the business world by providing a detailed understanding of the various functions of the Zebra Technologies organization to include theory and practical application of attained knowledge. The program is designed to provide you with a full experience so that you can fully envision a career with Zebra. You are positioned for success with training, exposure to all parts of the business, social activities, a professional mentor relationship and development sessions to help you discover your own performance edge!

What you will do:
We are looking for highly motivated individual to join our team of Mechanical Engineering or Electrical Engineering or Antena Engineering for an internship.
He/ she will co-work with Zebra employees to grow the product roadmap for Enterprise-Class Mobile Computing devices.
Work on engineering project with team from North America and Taiwan.
Work on engineering innovation topics.
Provide support for engineering design activities
Support the Zebra innovation activities
Develop planning, organizational and time management skills
Increase technology knowledge and skills
Develop team-based work proficiency and social skills on communication

If you are:
- Current enrollment in an undergraduate/graduate degree program in a discipline related to the project specifics. If an undergraduate, must be at the junior or senior level
- Intellectual curiosity with a strong desire to learn and grow
- Proven leadership and excellence in professional, academic and/or extracurricular experiences
- Strong problem-solving abilities
- Effective verbal and written communication skills
- Strong interpersonal skills
- Ability to collaborate as part of a team
- Proficient in Microsoft Office (including Excel, Word, & PowerPoint)

Welcome to apply the job, we will review your resumes and feedback to you at our soonest time.","電子工程師, 機械工程師, RF通訊工程師",時薪196~220元,196,220,台北市信義區,松高路9號13樓,距捷運市政府站約210公尺,2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 學生實習",不拘,大學以上,"電機電子工程相關, 機械工程相關, 工業工程相關",英文（聽:精通/說:精通/讀:精通/寫:精通）,,,,,,,hourly_above,2010,1,1,0
14927546,8vy62,32000,9999999,"【實習科系】：
冷凍空調與能源系、電機工程系、機械系、電子工程系

【實習地點】：(可依需求就近安排)
新北產業園區、桃園平鎮、新竹竹北、台中西屯、嘉義太保、台南永康、高雄鳳山

【工作內容】空調、家電產品
1.協助空調家電外勤維修工程師到府維修",True,【大三大四學期 & 暑期實習】空調家電維修助理工程師 (台北、桃園、新竹、台中、嘉義、台南、高雄),上洋產業股份有限公司,https://www.104.com.tw/company/1a2x6bix9z,2026/05/21,家庭電器／設備及用品批發業,600人,False,"【實習科系】：
冷凍空調與能源系、電機工程系、機械系、電子工程系

【實習地點】：(可依需求就近安排)
新北產業園區、桃園平鎮、新竹竹北、台中西屯、嘉義太保、台南永康、高雄鳳山

【工作內容】空調、家電產品
1.協助空調家電外勤維修工程師到府維修相關工作.
2.協助廠內空調家電產品維修和福利品整新工作

【其他說明】
1. 可配合學校申請實習學分。
2. 實習期間比照正職福利制度。","空調冷凍技術人員, 產品售後技術服務, 產品維修人員","月薪32,000元以上",32000,9999999,新北市五股區,(各縣市服務據點),,不限,不需負擔管理責任,無需出差外派,日班,08:30~17:30,週休二日,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 學生實習",不拘,高中、專科、大學、碩士,"電機電子維護相關, 機械維護相關, 冷凍空調相關",,,,,,,"1.具細心及耐心處理事務之個人特質。
2.尋找長期穩定工作者。",high,192,0,1,0
15116241,8zzrl,32900,9999999,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★",True,【Y2026暑期實習】TR2101-Camera Module FW / SW 研發測試實習生,啟碁科技股份有限公司,https://www.104.com.tw/company/18posm48,2026/05/21,通訊機械器材相關業,10200人,False,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★實習期間：2026/7/6~2026/8/28

★實習時間：週一~五/全工時

★實習條件 ：
1. 升大四、升碩一、升碩二之電子/電機/通訊.電信/光電/資工/應數系所之在學生
2. 需可配合全時暑期實習

★實習工作內容職掌 ：
# Camera FW/SW development & debug
# IQ(Image Quality) tuning & validation
# Video Framework Implementation
# Cross-team Collaboration

★其它：
實習期間需全程參與相關實習活動及安排，表現優秀者有機會正職任用/預聘。","軟體工程師, 韌體工程師, 軟韌體測試工程師","月薪32,900元以上",32900,9999999,新竹市,園區二路20號(新竹科學工業園區),,1人,不需負擔管理責任,無需出差外派,日班,8:30 ~ 17:30,週休二日,一個月內,學生實習,不拘,大學、碩士,"數學及電算機科學學科類, 資訊工程相關, 電機電子工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"[申請條件]
# Experience in programming with C/C++, MFC, C# and Python
# Experience in embedded firmware development
# Basic knowledge of camera pipeline
# Basic optics knowledge

[加分條件]
# Experience with Image Quality (IQ) tuning
# Experience with image analysis tools (Imatest, ImageJ)
# Experience with Computer Vision . 
AI Models (CNN.  Transformer. Attention. CLIP…) for image processing/filtering/identification",high,417,1,1,0
15192021,91m8l,35000,40000,"●實習期間：
1. 大三升大四及碩博士在學學生【材料、化工、光電、電子及電機等相關科系】
2. 2026年暑期(依學校學期結束及開學時間彈性安排)
3. 每週一至週五(可依學校課業進行協調)

●工作內容：
1. 學習產品良率改善相關作業 
2.",True,【暑期實習專案】生產製程實習工程師,聯亞光電工業股份有限公司,https://www.104.com.tw/company/7czgnio,2026/05/22,光電產業,480人,False,"●實習期間：
1. 大三升大四及碩博士在學學生【材料、化工、光電、電子及電機等相關科系】
2. 2026年暑期(依學校學期結束及開學時間彈性安排)
3. 每週一至週五(可依學校課業進行協調)

●工作內容：
1. 學習產品良率改善相關作業 
2. 了解生產標準與製程改善方式 
3. 認識製程規劃與產能配置作業 
4. 參與試產／量產異常分析與改善流程

※請提供個人履歷、自傳、大學&研究所成績單
※加分項目：有MOCVD / EPI / 半導體製程課程經驗及活動競賽經驗
",生產技術／製程工程師,"月薪35,000~40,000元",35000,40000,台南市善化區,南科9路12號,,1~2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學,"工程學科類, 化學相關, 物理學相關",,,"Excel, PowerPoint, Word",,,,,high,238,0,1,0
12493972,7fses,35000,40000,"1. 5G RF circuit/layout design implement 
2. 5G RF system architecture evaluation, RF related calibration calculation evaluation 
3. 5G RF overall system performance verification and process analysis 
4. Overall RF certification debugging and solution 
5. LTE/WCDMA/WiFi/BT/NFC performance tuning, measurement and debugging 
6. Desense debugging and solution 
7. Product production on site support 
8. Related BOM&Document preparation",True,2026【仁寶暑期實習】5G行動裝置射頻電路設計工程師,仁寶電腦工業股份有限公司,https://www.104.com.tw/company/9qzgnew,2026/05/18,電腦及其週邊設備製造業,9000人,False,"1. 5G RF circuit/layout design implement 
2. 5G RF system architecture evaluation, RF related calibration calculation evaluation 
3. 5G RF overall system performance verification and process analysis 
4. Overall RF certification debugging and solution 
5. LTE/WCDMA/WiFi/BT/NFC performance tuning, measurement and debugging 
6. Desense debugging and solution 
7. Product production on site support 
8. Related BOM&Document preparation","EMC／電子安規工程師, 光電工程師, 硬體測試工程師","月薪35,000~40,000元",35000,40000,台北市內湖區,瑞光路581號,距捷運西湖站約270公尺,10人,不需負擔管理責任,無需出差外派,日班,,週休二日,不限,"日間就讀中, 夜間就讀中, 學生實習",不拘,碩士,工程學科類,英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,, ,high,434,1,1,0
15116651,9002z,32900,9999999,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★",True,【Y2026暑期實習】TR2210-5G車用行動通訊模組資安(Security)研發實習生,啟碁科技股份有限公司,https://www.104.com.tw/company/18posm48,2026/05/21,通訊機械器材相關業,10200人,False,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★實習期間：2026/7/6~2026/8/28

★實習時間：週一~五/全工時

★實習條件 ：
1. 升大四、升碩一、升碩二之資工/電機/電子/通訊/資管系之在學生
2. 需可配合全時暑期實習

★實習工作內容職掌 ：
1. Design and implement platform security features and architectures for embedded systems to ensure overall software platform security.
2. Develop and analyze Secure Boot, as well as software signing and verification mechanisms.
3. Develop and build TrustZone encryption/decryption services and related software modules.
4. Develop advanced Mandatory Access Control (MAC) and analyze System Hardening solutions.
5. Analyze open-source software security vulnerabilities (CVE) and implement corresponding mitigation measures.
6. Responsible for product software security threat modeling and risk assessment (TARA), and for defining and implementing security strategies.
7. Participate in automotive security standard certifications (e.g., ISO/SAE 21434, ISO 26262) and study related cybersecurity regulations.

★其它：
實習期間需全程參與相關實習活動及安排，表現優秀者有機會正職任用/預聘。","軟體工程師, 韌體工程師, 資安工程師","月薪32,900元以上",32900,9999999,新竹市,園區二路20號(新竹科學工業園區),,2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學、碩士,"資訊工程相關, 電機電子工程相關, 應用數學相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,"Linux, C, C++, Python",,,,"[申請條件]
1. Currently enrolled in Electrical Engineering, Electronics, Computer Science, Communications, or related fields
2. Programming skills in C/C++ or Python
3. Fundamental understanding of embedded systems and Linux operating systems
4. Strong communication skills and team collaboration spirit

[加分條件]
1. Embedded Linux kernel, driver models, or user-space middleware architecture
2. Cybersecurity concept/knowledge
3. Basic cryptography concept
4. TrustZone/TEE domain knowledge.
5. Experience in source control tool. (e.g. GIT)",high,1083,1,1,0
13363591,7yfev,0,0," 實習期間僅提供車馬津貼。

＊請提活動相關作品集。",True,2026 暑期策展實習生,啟藝文化創意有限公司,https://www.104.com.tw/company/1a2x6bitbt,2026/05/22,藝文服務業,15人,False,"★ 限在學生

主要職責：
1、企劃製作協助及資料搜集。
2、第三單位協助溝通。
3、日常庶務性行政工作。
4、進場協助。  

其他條件：
1. 整合 / 溝通表達能力佳，可 team work 及獨立作業。
2. 熟稔使用 AI 工具。
3. 實習期間僅提供車馬津貼。

＊請提活動相關作品集。","設計助理, 平面設計／美編, 專案助理",待遇面議,0,0,台北市松山區,富錦街493號一樓,,2~3人,,,日班,10:30~19:30,依公司規定,不限,"日間就讀中, 夜間就讀中, 學生實習",不拘,專科、大學、碩士,"大眾傳播學相關, 藝術商業設計, 美術工藝相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,"Apple, Windows XP, Excel, PowerPoint, Word, ChatGPT, Adobe Photoshop, Illustrator",,,,,mianyi,149,1,1,0
15116664,9003c,32900,9999999,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★",True,【Y2026暑期實習】TR2310-軟體研發實習生,啟碁科技股份有限公司,https://www.104.com.tw/company/18posm48,2026/05/21,通訊機械器材相關業,10200人,False,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★實習期間：2026/7/6~2026/8/28

★實習時間：週一~五/全工時

★實習條件 ：
1. 升大四、升碩一、升碩二之資工/電機/電子/通訊/資管系之在學生
2. 需可配合全時暑期實習

★實習工作內容職掌 ：
1. Collect data for Driver Monitoring Systems and speech recognition 
2. Develop and execute AI training pipelines, validate model performance, and collaborate with cross-functional teams to integrate algorithms into demos. 

★其它：
實習期間需全程參與相關實習活動及安排，表現優秀者有機會正職任用/預聘。","軟體工程師, 資料工程師, AI工程師","月薪32,900元以上",32900,9999999,新竹市,園區二路20號(新竹科學工業園區),,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學、碩士,"資訊工程相關, 電機電子工程相關, 資訊管理相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,"Linux, C, C++",,,,"[申請條件]
(1) Bachelor’s degree in Computer Science, Software Engineering, or a related field
(2) Proven experience in software development and implementation
- Proficiency in C and C++ for code development
- Requires programming proficiency, familiarity with data-labeling tools - Experience in designing and coding Linux/Android applications
- Familiarity with Git operations
- Ability to work collaboratively in a team-oriented environment

[加分條件]
1. Strong knowledge of embedded system.
2. Expertise in SoC running Linux or MCU environments 
3. Excellent problem-solving skills and attention to detail
4. Strong communication skills",high,500,1,1,0
15185844,91hh0,32900,9999999,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★",True,【Y2026暑期實習】CR2120-SI/PI 暑期+學期實習生,啟碁科技股份有限公司,https://www.104.com.tw/company/18posm48,2026/05/19,通訊機械器材相關業,10200人,False,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★實習期間：2026/7/6~2027/6/30

★實習時間：週一~五/全工時

★實習條件 ：
1. 升大四、升碩一、升碩二之電子/電機/通訊.電信/光電/資工/應數之在學生
2. 可配合全時暑期實習，非寒暑期間每周至少2天

★實習工作內容職掌 ：
1. 協助產品 SI/PI 測試計畫規劃與執行，確保驗證項目完整性與測試品質。
2. 協助進行高速介面訊號量測與分析，確認產品符合 IEEE 標準與設計規格。
3. 參與新技術與高速介面測試架構研究，學習高速量測與驗證流程。
4. 協助實驗室儀器操作、測試環境建置與測試數據整理分析。
5. 有機會接觸Switch、網通等高速產品驗證實務。

★其它：
實習期間需全程參與相關實習活動及安排，表現優秀者有機會正職任用/預聘。","硬體測試工程師, 電信／通訊系統工程師, 測試人員","月薪32,900元以上",32900,9999999,新竹市,園區二路20號(新竹科學工業園區),,1~3人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學、碩士,"電機電子工程相關, 光電工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"1.可實際參與高速產品開發與驗證流程
2.學習高階量測儀器操作（示波器、VNA 等）
3.累積 Switch / 網通產業實務經驗
4.專人帶領培養 SI/PI 與高速訊號分析能力",high,462,1,1,0
15197157,91q79,34500,54000,"實習期間：6/29-8/28
1. 雇主品牌與社群分析
2. Instagram、Facebook等社群平台創建與經營
3. 社群行銷的成效追蹤與效益分析",True,【2026年暑期實習】雇主品牌專案實習生,達擎股份有限公司,https://www.104.com.tw/company/1a2x6blfsz,2026/05/19,光學器材製造業,642人,False,"實習期間：6/29-8/28
1. 雇主品牌與社群分析
2. Instagram、Facebook等社群平台創建與經營
3. 社群行銷的成效追蹤與效益分析","社群行銷, 人力資源人員","月薪34,500~54,000元",34500,54000,新竹市,科學園區工業東三路1號5樓,,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,"日間就讀中, 夜間就讀中, 學生實習",不拘,大學、碩士,,,,"Facebook, Instagram, Canva",,,,,high,77,0,0,0
15117863,9010n,30500,30500,"【我們在尋找這樣的你，加入和碩團隊! 】
-對科技有熱情，想把想法變成實際成果
-不怕挑戰，願意跳出舒適圈學習成長
-主動積極，期待在實戰中累積職場經驗

【工作內容】
1. 競品分析
2. Safety法規分析
3. Safety認證協助",True,【2026暑期實習生】 Safety 工程師實習生 (電機/電子),和碩集團_和碩聯合科技股份有限公司,https://www.104.com.tw/company/d6gs5o8,2026/05/21,電腦及其週邊設備製造業,6000人,False,"【我們在尋找這樣的你，加入和碩團隊! 】
-對科技有熱情，想把想法變成實際成果
-不怕挑戰，願意跳出舒適圈學習成長
-主動積極，期待在實戰中累積職場經驗

【工作內容】
1. 競品分析
2. Safety法規分析
3. Safety認證協助",EMC／電子安規工程師,"月薪30,500元",30500,30500,台北市北投區,,,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,"應屆畢業生, 學生實習",不拘,大學、碩士,電機電子工程相關,英文（聽:精通/說:精通/讀:精通/寫:精通）,,,,,,英文聽說讀寫/電路基礎/電子零件知識能力,high,120,1,1,0
15074105,8z395,34500,54000,"面對未來的迷茫與不安，你缺的只是一個探索跟實踐自我的機會。
今年暑假加入友達，給自己一次成長茁壯的機會！

A+種子暑期實習提供：
❶「專案式」實習 ❱ 發揮專業，揮別打雜
❷實習津貼 ❱ 具競爭力的實習津貼(月薪)
❸貼心福利 ❱ 免費宿舍、午",True,【2026_A+種子暑期實習】顯示策略會計實習生-新竹廠,友達光電股份有限公司,https://www.104.com.tw/company/12nokxe8,2026/05/19,光學器材製造業,41000人,False,"面對未來的迷茫與不安，你缺的只是一個探索跟實踐自我的機會。
今年暑假加入友達，給自己一次成長茁壯的機會！

A+種子暑期實習提供：
❶「專案式」實習 ❱ 發揮專業，揮別打雜
❷實習津貼 ❱ 具競爭力的實習津貼(月薪)
❸貼心福利 ❱ 免費宿舍、午晚餐費補助
❹豐富活動 ❱ 免費完善運動設施、不定期家庭日、名人演講

友達的好，等你親自體驗！
--------
▍實習期間：6/29-8/28
▍實習工作內容：

專案一：【Cash Conversion Cycle Days 與 Cash Flow 關聯性探討解析】
透過較長周期資料的統計與探討解析，架構 Cash Conversion Cycle Days 變化下 與 Cash Flow 之間的敏感度，以及比較跟對標公司間的週轉天期差異 及 各 Pillar 訂定相關管理目標之立論觀點。

專案二：【打造財會 AI 知識對話機器人：會計知識庫與經驗傳承中心】
本專案旨在建置一套專屬於會計部門的智慧 QA 平台。解決會計同仁長期被重複性基礎作業問題（如：報支規範、傳票作業）佔用時間的痛點，並將資深員工的「單一特殊事件處理經驗」數位化，轉化為可傳承的企業知識資產。","記帳／出納／一般會計, 財務會計助理, 財務分析／財務人員","月薪34,500~54,000元",34500,54000,新竹市,,,1人,不需負擔管理責任,無需出差外派,日班,8:00~17:00,週休二日,不限,"日間就讀中, 學生實習",不拘,大學、碩士,"一般商業學類, 會計學相關, 企業管理相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"欲申請此實習職缺，建議先至友達光電GOLF學用接軌聯盟，申請帳號並完成實習指定必修線上學程【通識學程】。
帳號申請：請填寫申請表單 https://www.surveycake.com/s/oZ1XO
(此帳號申請為批次申請，請靜候1-2週)",high,512,1,1,0
15057029,8yq2t,32900,9999999,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★",True,【Y2026暑期實習】CR5310 軟體研發實習生,啟碁科技股份有限公司,https://www.104.com.tw/company/18posm48,2026/05/21,通訊機械器材相關業,10200人,False,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★實習期間：2026/7/6~2026/8/28

★實習時間：周一~五/全工時

★實習條件 ：
1. 升大四、升碩一、升碩二之電子/電機/通訊/資工系所之在學生
2. Experience in C/C++, python or shell script Language
3. Familiar in Linux system, likes ubuntu/CentOS/Fedora/Red Hat/…
4. Network concept
5. 可配合全時暑期實習，非寒暑期間每周至少2天

★實習工作內容職掌 ：
1. Product verification
2. Learn embedded Linux to assist devlopment tasks. 
3. Help to analysis factory device issues.

★實習報名期限：2026/05/31(名額有限，額滿提前截止)

★其它：
實習期間需全程參與相關實習活動及安排，表現優秀者有機會正職任用/預聘。",軟體工程師,"月薪32,900元以上",32900,9999999,新竹市,園區二路20號(新竹科學工業園區),,1人,不需負擔管理責任,無需出差外派,日班,,週休二日,不限,學生實習,不拘,大學、碩士,"資訊管理相關, 資訊工程相關, 電機電子工程相關",,,,,,, ,high,578,0,1,0
15126921,90809,32500,9999999,"1.長短期記憶神經網路模型開發
2.燃料電池系統實驗資料分析整理
3.通過機器學習，預測散熱循環的風扇控制參數",True,全時工讀_工研院機械所_AI能源系統建模暑期實習生(F100),工研院 _財團法人工業技術研究院,https://www.104.com.tw/company/19huomw,2026/05/20,其他專業／科學及技術業,6000人,False,"1.長短期記憶神經網路模型開發
2.燃料電池系統實驗資料分析整理
3.通過機器學習，預測散熱循環的風扇控制參數","實習生／工讀生, 機械工程師, 電機技師／工程師","月薪32,500元以上",32500,9999999,新竹縣竹東鎮,中興路四段195號,,1人,,,日班,08:00-17:00,假日,不限,"日間就讀中, 學生實習",不拘,大學以上,"電機電子工程相關, 資訊工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"1. 聘僱方式：以全時實習方式聘用，暑期(115/07~115/08)可實習者。
2. 學士(含)以上，電機電子、資訊工程等相關科系。
3. 已修過：機器學習、人工智慧者尤佳。",high,55,1,1,0
15066882,8yxoi,45000,50000," and other verification flow.
3. create behavior model.
4. Circuit Verification
(實習專案視需求安排擇一)

工作技能：
需熟悉Verilog, Perl, Linux,",True,[暑期實習生] 記憶體設計驗證實習生,晶豪科技股份有限公司,https://www.104.com.tw/company/7erjvpc,2026/05/20,半導體製造業,600人,False,"職務說明：
1. develop testbench environments.
2. Utilizing Scripting language to facilitate automation of creating regression and other verification flow.
3. create behavior model.
4. Circuit Verification
(實習專案視需求安排擇一)

工作技能：
需熟悉Verilog, Perl, Linux, HSPICE, Laker,",類比IC設計工程師,"月薪45,000~50,000元",45000,50000,新竹市,工業東四路23號,,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,學生實習,不拘,碩士,電機電子工程相關,,,,,,,"1.電子、電機等相關科系碩一以上同學優先
2.暑期實習期間：7/1-8/28
3.提供外縣市學校至晶豪面試者車馬費補助
4.本公司依學、經歷敘薪。",high,260,0,1,0
15192091,91maj,35000,40000,"●實習期間：
1. 大三升大四及碩博士在學學生【材料、化工、光電、電子及電機等相關科系】
2. 2026年暑期(依學校學期結束及開學時間彈性安排)
3. 每週一至週五(可依學校課業進行協調)

●工作內容：
1.學習 Excel VBA 基本應用",True,【暑期實習專案】可靠度實習工程師,聯亞光電工業股份有限公司,https://www.104.com.tw/company/7czgnio,2026/05/22,光電產業,480人,False,"●實習期間：
1. 大三升大四及碩博士在學學生【材料、化工、光電、電子及電機等相關科系】
2. 2026年暑期(依學校學期結束及開學時間彈性安排)
3. 每週一至週五(可依學校課業進行協調)

●工作內容：
1.學習 Excel VBA 基本應用與資料分析概念
2.協助整理產品 DVT 與可靠性測試相關報告
3.了解國際規範與客戶規範內容 協助無塵室量測作業
4.協助客訴案件資料整理與追蹤

※請提供個人履歷、自傳、大學&研究所成績單",FAE工程師,"月薪35,000~40,000元",35000,40000,台南市善化區,南科9路12號,,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學,"光電工程相關, 材料工程相關, 工業管理相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,"VBA, Excel, Outlook, PowerPoint, Word",可靠度分析報告撰寫與彙整,,,"1. 具有以下概念為佳：光電半導體元件，如雷射、LED、光偵測器等。
2. 這份工作需要特質：專心、邏輯佳，且謹慎細心。
3. 良好的溝通能力，可與不同部門協調，於時限內完成資料分析工作。
",high,219,1,1,1
